,sound_index,subject_index,naturalness,sound_filename,snr,sound_background,sound_foreground,model
42,19,12,1,snrN10_noiseAudScene_fg298.wav,-10,noiseAudScene,fg298,unprocessed_input
43,19,51,1,snrN10_noiseAudScene_fg298.wav,-10,noiseAudScene,fg298,unprocessed_input
44,19,63,1,snrN10_noiseAudScene_fg298.wav,-10,noiseAudScene,fg298,unprocessed_input
45,20,0,1,snrN10_noiseAudScene_fg316.wav,-10,noiseAudScene,fg316,unprocessed_input
46,20,4,1,snrN10_noiseAudScene_fg316.wav,-10,noiseAudScene,fg316,unprocessed_input
47,20,9,1,snrN10_noiseAudScene_fg316.wav,-10,noiseAudScene,fg316,unprocessed_input
48,20,32,1,snrN10_noiseAudScene_fg316.wav,-10,noiseAudScene,fg316,unprocessed_input
49,20,101,1,snrN10_noiseAudScene_fg316.wav,-10,noiseAudScene,fg316,unprocessed_input
50,21,2,1,snrN10_noiseAudScene_fg322.wav,-10,noiseAudScene,fg322,unprocessed_input
51,21,87,1,snrN10_noiseAudScene_fg322.wav,-10,noiseAudScene,fg322,unprocessed_input
52,22,7,1,snrN10_noiseAudScene_fg327.wav,-10,noiseAudScene,fg327,unprocessed_input
53,22,98,1,snrN10_noiseAudScene_fg327.wav,-10,noiseAudScene,fg327,unprocessed_input
54,22,103,3,snrN10_noiseAudScene_fg327.wav,-10,noiseAudScene,fg327,unprocessed_input
55,23,10,4,snrN10_noiseAudScene_fg329.wav,-10,noiseAudScene,fg329,unprocessed_input
56,23,15,4,snrN10_noiseAudScene_fg329.wav,-10,noiseAudScene,fg329,unprocessed_input
57,23,26,4,snrN10_noiseAudScene_fg329.wav,-10,noiseAudScene,fg329,unprocessed_input
58,23,89,2,snrN10_noiseAudScene_fg329.wav,-10,noiseAudScene,fg329,unprocessed_input
59,24,33,1,snrN10_noiseAudScene_fg334.wav,-10,noiseAudScene,fg334,unprocessed_input
60,24,52,1,snrN10_noiseAudScene_fg334.wav,-10,noiseAudScene,fg334,unprocessed_input
61,24,78,1,snrN10_noiseAudScene_fg334.wav,-10,noiseAudScene,fg334,unprocessed_input
62,25,3,1,snrN10_noiseAudScene_fg364.wav,-10,noiseAudScene,fg364,unprocessed_input
63,25,46,1,snrN10_noiseAudScene_fg364.wav,-10,noiseAudScene,fg364,unprocessed_input
64,25,62,1,snrN10_noiseAudScene_fg364.wav,-10,noiseAudScene,fg364,unprocessed_input
65,26,14,1,snrN10_noiseAudScene_fg365.wav,-10,noiseAudScene,fg365,unprocessed_input
66,26,16,5,snrN10_noiseAudScene_fg365.wav,-10,noiseAudScene,fg365,unprocessed_input
67,26,36,1,snrN10_noiseAudScene_fg365.wav,-10,noiseAudScene,fg365,unprocessed_input
68,26,41,1,snrN10_noiseAudScene_fg365.wav,-10,noiseAudScene,fg365,unprocessed_input
69,26,88,1,snrN10_noiseAudScene_fg365.wav,-10,noiseAudScene,fg365,unprocessed_input
70,27,29,1,snrN10_noiseAudScene_fg392.wav,-10,noiseAudScene,fg392,unprocessed_input
71,27,45,2,snrN10_noiseAudScene_fg392.wav,-10,noiseAudScene,fg392,unprocessed_input
72,27,48,1,snrN10_noiseAudScene_fg392.wav,-10,noiseAudScene,fg392,unprocessed_input
73,28,6,1,snrN10_noiseAudScene_fg405.wav,-10,noiseAudScene,fg405,unprocessed_input
74,28,13,2,snrN10_noiseAudScene_fg405.wav,-10,noiseAudScene,fg405,unprocessed_input
75,28,39,1,snrN10_noiseAudScene_fg405.wav,-10,noiseAudScene,fg405,unprocessed_input
76,28,44,1,snrN10_noiseAudScene_fg405.wav,-10,noiseAudScene,fg405,unprocessed_input
77,28,57,1,snrN10_noiseAudScene_fg405.wav,-10,noiseAudScene,fg405,unprocessed_input
78,28,72,2,snrN10_noiseAudScene_fg405.wav,-10,noiseAudScene,fg405,unprocessed_input
79,31,47,1,snrN10_noiseAudScene_fg475.wav,-10,noiseAudScene,fg475,unprocessed_input
80,32,19,1,snrN10_noiseAudScene_fg485.wav,-10,noiseAudScene,fg485,unprocessed_input
81,32,22,1,snrN10_noiseAudScene_fg485.wav,-10,noiseAudScene,fg485,unprocessed_input
82,32,37,1,snrN10_noiseAudScene_fg485.wav,-10,noiseAudScene,fg485,unprocessed_input
83,33,5,1,snrN10_noiseAudScene_fg495.wav,-10,noiseAudScene,fg495,unprocessed_input
84,33,35,1,snrN10_noiseAudScene_fg495.wav,-10,noiseAudScene,fg495,unprocessed_input
85,33,49,7,snrN10_noiseAudScene_fg495.wav,-10,noiseAudScene,fg495,unprocessed_input
86,33,50,1,snrN10_noiseAudScene_fg495.wav,-10,noiseAudScene,fg495,unprocessed_input
87,33,59,1,snrN10_noiseAudScene_fg495.wav,-10,noiseAudScene,fg495,unprocessed_input
88,33,66,1,snrN10_noiseAudScene_fg495.wav,-10,noiseAudScene,fg495,unprocessed_input
89,34,42,5,snrN10_noiseAudScene_fg522.wav,-10,noiseAudScene,fg522,unprocessed_input
90,34,53,1,snrN10_noiseAudScene_fg522.wav,-10,noiseAudScene,fg522,unprocessed_input
91,34,75,1,snrN10_noiseAudScene_fg522.wav,-10,noiseAudScene,fg522,unprocessed_input
92,34,83,1,snrN10_noiseAudScene_fg522.wav,-10,noiseAudScene,fg522,unprocessed_input
93,35,27,1,snrN10_noiseAudScene_fg537.wav,-10,noiseAudScene,fg537,unprocessed_input
94,36,20,1,snrN10_noiseAudScene_fg556.wav,-10,noiseAudScene,fg556,unprocessed_input
95,36,28,1,snrN10_noiseAudScene_fg556.wav,-10,noiseAudScene,fg556,unprocessed_input
96,36,31,1,snrN10_noiseAudScene_fg556.wav,-10,noiseAudScene,fg556,unprocessed_input
97,36,64,2,snrN10_noiseAudScene_fg556.wav,-10,noiseAudScene,fg556,unprocessed_input
98,37,11,1,snrN10_noiseAudScene_fg619.wav,-10,noiseAudScene,fg619,unprocessed_input
99,37,56,4,snrN10_noiseAudScene_fg619.wav,-10,noiseAudScene,fg619,unprocessed_input
100,37,81,1,snrN10_noiseAudScene_fg619.wav,-10,noiseAudScene,fg619,unprocessed_input
101,38,34,1,snrN10_noiseAudScene_fg671.wav,-10,noiseAudScene,fg671,unprocessed_input
102,38,97,1,snrN10_noiseAudScene_fg671.wav,-10,noiseAudScene,fg671,unprocessed_input
103,38,104,1,snrN10_noiseAudScene_fg671.wav,-10,noiseAudScene,fg671,unprocessed_input
104,39,90,1,snrN10_noiseAudScene_fg763.wav,-10,noiseAudScene,fg763,unprocessed_input
105,40,35,7,snrN10_noiseBabble8Spkr_fg000.wav,-10,noiseBabble8Spkr,fg000,unprocessed_input
106,41,28,1,snrN10_noiseBabble8Spkr_fg004.wav,-10,noiseBabble8Spkr,fg004,unprocessed_input
107,41,31,1,snrN10_noiseBabble8Spkr_fg004.wav,-10,noiseBabble8Spkr,fg004,unprocessed_input
108,42,5,3,snrN10_noiseBabble8Spkr_fg022.wav,-10,noiseBabble8Spkr,fg022,unprocessed_input
109,42,24,1,snrN10_noiseBabble8Spkr_fg022.wav,-10,noiseBabble8Spkr,fg022,unprocessed_input
110,42,51,1,snrN10_noiseBabble8Spkr_fg022.wav,-10,noiseBabble8Spkr,fg022,unprocessed_input
111,42,94,4,snrN10_noiseBabble8Spkr_fg022.wav,-10,noiseBabble8Spkr,fg022,unprocessed_input
112,42,97,1,snrN10_noiseBabble8Spkr_fg022.wav,-10,noiseBabble8Spkr,fg022,unprocessed_input
113,43,21,1,snrN10_noiseBabble8Spkr_fg025.wav,-10,noiseBabble8Spkr,fg025,unprocessed_input
114,43,27,1,snrN10_noiseBabble8Spkr_fg025.wav,-10,noiseBabble8Spkr,fg025,unprocessed_input
115,43,34,5,snrN10_noiseBabble8Spkr_fg025.wav,-10,noiseBabble8Spkr,fg025,unprocessed_input
116,43,45,1,snrN10_noiseBabble8Spkr_fg025.wav,-10,noiseBabble8Spkr,fg025,unprocessed_input
117,44,47,1,snrN10_noiseBabble8Spkr_fg030.wav,-10,noiseBabble8Spkr,fg030,unprocessed_input
118,44,86,1,snrN10_noiseBabble8Spkr_fg030.wav,-10,noiseBabble8Spkr,fg030,unprocessed_input
119,44,89,1,snrN10_noiseBabble8Spkr_fg030.wav,-10,noiseBabble8Spkr,fg030,unprocessed_input
120,44,100,2,snrN10_noiseBabble8Spkr_fg030.wav,-10,noiseBabble8Spkr,fg030,unprocessed_input
121,45,50,1,snrN10_noiseBabble8Spkr_fg037.wav,-10,noiseBabble8Spkr,fg037,unprocessed_input
122,45,52,1,snrN10_noiseBabble8Spkr_fg037.wav,-10,noiseBabble8Spkr,fg037,unprocessed_input
123,45,72,1,snrN10_noiseBabble8Spkr_fg037.wav,-10,noiseBabble8Spkr,fg037,unprocessed_input
124,45,75,1,snrN10_noiseBabble8Spkr_fg037.wav,-10,noiseBabble8Spkr,fg037,unprocessed_input
125,46,10,1,snrN10_noiseBabble8Spkr_fg045.wav,-10,noiseBabble8Spkr,fg045,unprocessed_input
126,46,74,1,snrN10_noiseBabble8Spkr_fg045.wav,-10,noiseBabble8Spkr,fg045,unprocessed_input
127,46,99,1,snrN10_noiseBabble8Spkr_fg045.wav,-10,noiseBabble8Spkr,fg045,unprocessed_input
128,47,36,2,snrN10_noiseBabble8Spkr_fg046.wav,-10,noiseBabble8Spkr,fg046,unprocessed_input
129,47,65,1,snrN10_noiseBabble8Spkr_fg046.wav,-10,noiseBabble8Spkr,fg046,unprocessed_input
130,47,103,1,snrN10_noiseBabble8Spkr_fg046.wav,-10,noiseBabble8Spkr,fg046,unprocessed_input
131,48,17,1,snrN10_noiseBabble8Spkr_fg063.wav,-10,noiseBabble8Spkr,fg063,unprocessed_input
132,49,15,1,snrN10_noiseBabble8Spkr_fg072.wav,-10,noiseBabble8Spkr,fg072,unprocessed_input
133,49,23,3,snrN10_noiseBabble8Spkr_fg072.wav,-10,noiseBabble8Spkr,fg072,unprocessed_input
134,51,8,1,snrN10_noiseBabble8Spkr_fg080.wav,-10,noiseBabble8Spkr,fg080,unprocessed_input
135,51,19,1,snrN10_noiseBabble8Spkr_fg080.wav,-10,noiseBabble8Spkr,fg080,unprocessed_input
136,52,22,1,snrN10_noiseBabble8Spkr_fg099.wav,-10,noiseBabble8Spkr,fg099,unprocessed_input
137,52,26,1,snrN10_noiseBabble8Spkr_fg099.wav,-10,noiseBabble8Spkr,fg099,unprocessed_input
138,53,77,1,snrN10_noiseBabble8Spkr_fg135.wav,-10,noiseBabble8Spkr,fg135,unprocessed_input
139,54,39,1,snrN10_noiseBabble8Spkr_fg147.wav,-10,noiseBabble8Spkr,fg147,unprocessed_input
140,54,58,2,snrN10_noiseBabble8Spkr_fg147.wav,-10,noiseBabble8Spkr,fg147,unprocessed_input
141,54,90,1,snrN10_noiseBabble8Spkr_fg147.wav,-10,noiseBabble8Spkr,fg147,unprocessed_input
142,54,104,1,snrN10_noiseBabble8Spkr_fg147.wav,-10,noiseBabble8Spkr,fg147,unprocessed_input
143,55,85,1,snrN10_noiseBabble8Spkr_fg166.wav,-10,noiseBabble8Spkr,fg166,unprocessed_input
144,56,42,1,snrN10_noiseBabble8Spkr_fg170.wav,-10,noiseBabble8Spkr,fg170,unprocessed_input
145,56,70,1,snrN10_noiseBabble8Spkr_fg170.wav,-10,noiseBabble8Spkr,fg170,unprocessed_input
146,56,80,1,snrN10_noiseBabble8Spkr_fg170.wav,-10,noiseBabble8Spkr,fg170,unprocessed_input
147,57,9,1,snrN10_noiseBabble8Spkr_fg220.wav,-10,noiseBabble8Spkr,fg220,unprocessed_input
148,57,11,1,snrN10_noiseBabble8Spkr_fg220.wav,-10,noiseBabble8Spkr,fg220,unprocessed_input
149,57,59,1,snrN10_noiseBabble8Spkr_fg220.wav,-10,noiseBabble8Spkr,fg220,unprocessed_input
150,58,6,1,snrN10_noiseBabble8Spkr_fg267.wav,-10,noiseBabble8Spkr,fg267,unprocessed_input
151,58,76,1,snrN10_noiseBabble8Spkr_fg267.wav,-10,noiseBabble8Spkr,fg267,unprocessed_input
152,59,4,1,snrN10_noiseBabble8Spkr_fg298.wav,-10,noiseBabble8Spkr,fg298,unprocessed_input
153,59,7,1,snrN10_noiseBabble8Spkr_fg298.wav,-10,noiseBabble8Spkr,fg298,unprocessed_input
154,59,14,1,snrN10_noiseBabble8Spkr_fg298.wav,-10,noiseBabble8Spkr,fg298,unprocessed_input
155,59,78,1,snrN10_noiseBabble8Spkr_fg298.wav,-10,noiseBabble8Spkr,fg298,unprocessed_input
156,60,88,1,snrN10_noiseBabble8Spkr_fg316.wav,-10,noiseBabble8Spkr,fg316,unprocessed_input
157,61,30,3,snrN10_noiseBabble8Spkr_fg322.wav,-10,noiseBabble8Spkr,fg322,unprocessed_input
158,61,82,2,snrN10_noiseBabble8Spkr_fg322.wav,-10,noiseBabble8Spkr,fg322,unprocessed_input
159,62,20,1,snrN10_noiseBabble8Spkr_fg327.wav,-10,noiseBabble8Spkr,fg327,unprocessed_input
160,62,37,1,snrN10_noiseBabble8Spkr_fg327.wav,-10,noiseBabble8Spkr,fg327,unprocessed_input
161,62,53,1,snrN10_noiseBabble8Spkr_fg327.wav,-10,noiseBabble8Spkr,fg327,unprocessed_input
162,62,95,1,snrN10_noiseBabble8Spkr_fg327.wav,-10,noiseBabble8Spkr,fg327,unprocessed_input
163,63,41,1,snrN10_noiseBabble8Spkr_fg329.wav,-10,noiseBabble8Spkr,fg329,unprocessed_input
164,63,63,1,snrN10_noiseBabble8Spkr_fg329.wav,-10,noiseBabble8Spkr,fg329,unprocessed_input
165,63,68,1,snrN10_noiseBabble8Spkr_fg329.wav,-10,noiseBabble8Spkr,fg329,unprocessed_input
166,64,0,3,snrN10_noiseBabble8Spkr_fg334.wav,-10,noiseBabble8Spkr,fg334,unprocessed_input
167,64,38,2,snrN10_noiseBabble8Spkr_fg334.wav,-10,noiseBabble8Spkr,fg334,unprocessed_input
168,64,55,1,snrN10_noiseBabble8Spkr_fg334.wav,-10,noiseBabble8Spkr,fg334,unprocessed_input
169,65,1,1,snrN10_noiseBabble8Spkr_fg364.wav,-10,noiseBabble8Spkr,fg364,unprocessed_input
170,65,44,2,snrN10_noiseBabble8Spkr_fg364.wav,-10,noiseBabble8Spkr,fg364,unprocessed_input
171,65,79,1,snrN10_noiseBabble8Spkr_fg364.wav,-10,noiseBabble8Spkr,fg364,unprocessed_input
172,65,93,1,snrN10_noiseBabble8Spkr_fg364.wav,-10,noiseBabble8Spkr,fg364,unprocessed_input
173,66,62,1,snrN10_noiseBabble8Spkr_fg365.wav,-10,noiseBabble8Spkr,fg365,unprocessed_input
174,66,64,1,snrN10_noiseBabble8Spkr_fg365.wav,-10,noiseBabble8Spkr,fg365,unprocessed_input
175,66,73,1,snrN10_noiseBabble8Spkr_fg365.wav,-10,noiseBabble8Spkr,fg365,unprocessed_input
176,66,102,5,snrN10_noiseBabble8Spkr_fg365.wav,-10,noiseBabble8Spkr,fg365,unprocessed_input
177,67,2,1,snrN10_noiseBabble8Spkr_fg392.wav,-10,noiseBabble8Spkr,fg392,unprocessed_input
178,67,83,1,snrN10_noiseBabble8Spkr_fg392.wav,-10,noiseBabble8Spkr,fg392,unprocessed_input
179,68,54,4,snrN10_noiseBabble8Spkr_fg405.wav,-10,noiseBabble8Spkr,fg405,unprocessed_input
180,69,57,1,snrN10_noiseBabble8Spkr_fg428.wav,-10,noiseBabble8Spkr,fg428,unprocessed_input
181,69,60,1,snrN10_noiseBabble8Spkr_fg428.wav,-10,noiseBabble8Spkr,fg428,unprocessed_input
182,69,66,1,snrN10_noiseBabble8Spkr_fg428.wav,-10,noiseBabble8Spkr,fg428,unprocessed_input
183,69,69,1,snrN10_noiseBabble8Spkr_fg428.wav,-10,noiseBabble8Spkr,fg428,unprocessed_input
184,70,18,1,snrN10_noiseBabble8Spkr_fg451.wav,-10,noiseBabble8Spkr,fg451,unprocessed_input
185,70,49,7,snrN10_noiseBabble8Spkr_fg451.wav,-10,noiseBabble8Spkr,fg451,unprocessed_input
186,71,40,2,snrN10_noiseBabble8Spkr_fg475.wav,-10,noiseBabble8Spkr,fg475,unprocessed_input
187,71,48,1,snrN10_noiseBabble8Spkr_fg475.wav,-10,noiseBabble8Spkr,fg475,unprocessed_input
188,73,13,2,snrN10_noiseBabble8Spkr_fg495.wav,-10,noiseBabble8Spkr,fg495,unprocessed_input
189,73,16,4,snrN10_noiseBabble8Spkr_fg495.wav,-10,noiseBabble8Spkr,fg495,unprocessed_input
190,73,91,1,snrN10_noiseBabble8Spkr_fg495.wav,-10,noiseBabble8Spkr,fg495,unprocessed_input
191,73,92,1,snrN10_noiseBabble8Spkr_fg495.wav,-10,noiseBabble8Spkr,fg495,unprocessed_input
192,74,29,2,snrN10_noiseBabble8Spkr_fg522.wav,-10,noiseBabble8Spkr,fg522,unprocessed_input
193,74,43,1,snrN10_noiseBabble8Spkr_fg522.wav,-10,noiseBabble8Spkr,fg522,unprocessed_input
194,74,46,1,snrN10_noiseBabble8Spkr_fg522.wav,-10,noiseBabble8Spkr,fg522,unprocessed_input
195,74,56,1,snrN10_noiseBabble8Spkr_fg522.wav,-10,noiseBabble8Spkr,fg522,unprocessed_input
196,74,71,1,snrN10_noiseBabble8Spkr_fg522.wav,-10,noiseBabble8Spkr,fg522,unprocessed_input
197,74,98,4,snrN10_noiseBabble8Spkr_fg522.wav,-10,noiseBabble8Spkr,fg522,unprocessed_input
198,75,25,1,snrN10_noiseBabble8Spkr_fg537.wav,-10,noiseBabble8Spkr,fg537,unprocessed_input
199,75,32,1,snrN10_noiseBabble8Spkr_fg537.wav,-10,noiseBabble8Spkr,fg537,unprocessed_input
200,75,96,2,snrN10_noiseBabble8Spkr_fg537.wav,-10,noiseBabble8Spkr,fg537,unprocessed_input
201,75,101,1,snrN10_noiseBabble8Spkr_fg537.wav,-10,noiseBabble8Spkr,fg537,unprocessed_input
202,76,33,1,snrN10_noiseBabble8Spkr_fg556.wav,-10,noiseBabble8Spkr,fg556,unprocessed_input
203,77,12,1,snrN10_noiseBabble8Spkr_fg619.wav,-10,noiseBabble8Spkr,fg619,unprocessed_input
204,77,61,1,snrN10_noiseBabble8Spkr_fg619.wav,-10,noiseBabble8Spkr,fg619,unprocessed_input
205,79,3,1,snrN10_noiseBabble8Spkr_fg763.wav,-10,noiseBabble8Spkr,fg763,unprocessed_input
206,79,67,1,snrN10_noiseBabble8Spkr_fg763.wav,-10,noiseBabble8Spkr,fg763,unprocessed_input
207,79,81,1,snrN10_noiseBabble8Spkr_fg763.wav,-10,noiseBabble8Spkr,fg763,unprocessed_input
208,79,84,1,snrN10_noiseBabble8Spkr_fg763.wav,-10,noiseBabble8Spkr,fg763,unprocessed_input
209,79,87,2,snrN10_noiseBabble8Spkr_fg763.wav,-10,noiseBabble8Spkr,fg763,unprocessed_input
210,80,77,4,snrN10_noiseMusic_fg000.wav,-10,noiseMusic,fg000,unprocessed_input
211,82,6,7,snrN10_noiseMusic_fg022.wav,-10,noiseMusic,fg022,unprocessed_input
212,82,102,4,snrN10_noiseMusic_fg022.wav,-10,noiseMusic,fg022,unprocessed_input
213,83,10,1,snrN10_noiseMusic_fg025.wav,-10,noiseMusic,fg025,unprocessed_input
214,83,15,3,snrN10_noiseMusic_fg025.wav,-10,noiseMusic,fg025,unprocessed_input
215,83,59,1,snrN10_noiseMusic_fg025.wav,-10,noiseMusic,fg025,unprocessed_input
216,83,63,1,snrN10_noiseMusic_fg025.wav,-10,noiseMusic,fg025,unprocessed_input
217,85,34,1,snrN10_noiseMusic_fg037.wav,-10,noiseMusic,fg037,unprocessed_input
218,86,54,5,snrN10_noiseMusic_fg045.wav,-10,noiseMusic,fg045,unprocessed_input
219,87,60,2,snrN10_noiseMusic_fg046.wav,-10,noiseMusic,fg046,unprocessed_input
220,87,93,1,snrN10_noiseMusic_fg046.wav,-10,noiseMusic,fg046,unprocessed_input
221,89,3,3,snrN10_noiseMusic_fg072.wav,-10,noiseMusic,fg072,unprocessed_input
222,89,8,2,snrN10_noiseMusic_fg072.wav,-10,noiseMusic,fg072,unprocessed_input
223,89,33,1,snrN10_noiseMusic_fg072.wav,-10,noiseMusic,fg072,unprocessed_input
224,89,43,1,snrN10_noiseMusic_fg072.wav,-10,noiseMusic,fg072,unprocessed_input
225,89,46,2,snrN10_noiseMusic_fg072.wav,-10,noiseMusic,fg072,unprocessed_input
226,89,64,2,snrN10_noiseMusic_fg072.wav,-10,noiseMusic,fg072,unprocessed_input
227,90,20,1,snrN10_noiseMusic_fg078.wav,-10,noiseMusic,fg078,unprocessed_input
228,90,45,1,snrN10_noiseMusic_fg078.wav,-10,noiseMusic,fg078,unprocessed_input
229,90,91,2,snrN10_noiseMusic_fg078.wav,-10,noiseMusic,fg078,unprocessed_input
230,90,98,2,snrN10_noiseMusic_fg078.wav,-10,noiseMusic,fg078,unprocessed_input
231,90,103,2,snrN10_noiseMusic_fg078.wav,-10,noiseMusic,fg078,unprocessed_input
232,91,0,2,snrN10_noiseMusic_fg080.wav,-10,noiseMusic,fg080,unprocessed_input
233,91,12,1,snrN10_noiseMusic_fg080.wav,-10,noiseMusic,fg080,unprocessed_input
234,91,28,1,snrN10_noiseMusic_fg080.wav,-10,noiseMusic,fg080,unprocessed_input
235,91,47,1,snrN10_noiseMusic_fg080.wav,-10,noiseMusic,fg080,unprocessed_input
236,91,52,1,snrN10_noiseMusic_fg080.wav,-10,noiseMusic,fg080,unprocessed_input
237,91,89,1,snrN10_noiseMusic_fg080.wav,-10,noiseMusic,fg080,unprocessed_input
238,92,31,1,snrN10_noiseMusic_fg099.wav,-10,noiseMusic,fg099,unprocessed_input
239,92,39,1,snrN10_noiseMusic_fg099.wav,-10,noiseMusic,fg099,unprocessed_input
240,92,73,6,snrN10_noiseMusic_fg099.wav,-10,noiseMusic,fg099,unprocessed_input
241,93,5,1,snrN10_noiseMusic_fg135.wav,-10,noiseMusic,fg135,unprocessed_input
242,93,35,1,snrN10_noiseMusic_fg135.wav,-10,noiseMusic,fg135,unprocessed_input
243,93,55,1,snrN10_noiseMusic_fg135.wav,-10,noiseMusic,fg135,unprocessed_input
244,94,1,1,snrN10_noiseMusic_fg147.wav,-10,noiseMusic,fg147,unprocessed_input
245,94,2,1,snrN10_noiseMusic_fg147.wav,-10,noiseMusic,fg147,unprocessed_input
246,94,36,1,snrN10_noiseMusic_fg147.wav,-10,noiseMusic,fg147,unprocessed_input
247,94,37,1,snrN10_noiseMusic_fg147.wav,-10,noiseMusic,fg147,unprocessed_input
248,94,70,2,snrN10_noiseMusic_fg147.wav,-10,noiseMusic,fg147,unprocessed_input
249,95,96,2,snrN10_noiseMusic_fg166.wav,-10,noiseMusic,fg166,unprocessed_input
250,96,29,1,snrN10_noiseMusic_fg170.wav,-10,noiseMusic,fg170,unprocessed_input
251,96,32,1,snrN10_noiseMusic_fg170.wav,-10,noiseMusic,fg170,unprocessed_input
252,96,74,4,snrN10_noiseMusic_fg170.wav,-10,noiseMusic,fg170,unprocessed_input
253,96,78,1,snrN10_noiseMusic_fg170.wav,-10,noiseMusic,fg170,unprocessed_input
254,96,79,2,snrN10_noiseMusic_fg170.wav,-10,noiseMusic,fg170,unprocessed_input
255,96,81,1,snrN10_noiseMusic_fg170.wav,-10,noiseMusic,fg170,unprocessed_input
256,96,95,1,snrN10_noiseMusic_fg170.wav,-10,noiseMusic,fg170,unprocessed_input
257,98,27,5,snrN10_noiseMusic_fg267.wav,-10,noiseMusic,fg267,unprocessed_input
