,sound_index,subject_index,naturalness,sound_filename,snr,sound_background,sound_foreground,model
2987,119,5,2,snrN10_noiseMusic_fg763.wav,-10,noiseMusic,fg763,unet_W123
2988,120,4,1,snrN10_noiseSpeakerShapedNoise_fg000.wav,-10,noiseSpeakerShapedNoise,fg000,unet_W123
2989,121,27,2,snrN10_noiseSpeakerShapedNoise_fg004.wav,-10,noiseSpeakerShapedNoise,fg004,unet_W123
2990,122,26,1,snrN10_noiseSpeakerShapedNoise_fg022.wav,-10,noiseSpeakerShapedNoise,fg022,unet_W123
2991,123,20,3,snrN10_noiseSpeakerShapedNoise_fg025.wav,-10,noiseSpeakerShapedNoise,fg025,unet_W123
2992,124,7,1,snrN10_noiseSpeakerShapedNoise_fg030.wav,-10,noiseSpeakerShapedNoise,fg030,unet_W123
2993,125,23,2,snrN10_noiseSpeakerShapedNoise_fg037.wav,-10,noiseSpeakerShapedNoise,fg037,unet_W123
2994,126,9,1,snrN10_noiseSpeakerShapedNoise_fg045.wav,-10,noiseSpeakerShapedNoise,fg045,unet_W123
2995,129,18,3,snrN10_noiseSpeakerShapedNoise_fg072.wav,-10,noiseSpeakerShapedNoise,fg072,unet_W123
2996,131,28,1,snrN10_noiseSpeakerShapedNoise_fg080.wav,-10,noiseSpeakerShapedNoise,fg080,unet_W123
2997,132,11,1,snrN10_noiseSpeakerShapedNoise_fg099.wav,-10,noiseSpeakerShapedNoise,fg099,unet_W123
2998,132,15,2,snrN10_noiseSpeakerShapedNoise_fg099.wav,-10,noiseSpeakerShapedNoise,fg099,unet_W123
2999,132,19,1,snrN10_noiseSpeakerShapedNoise_fg099.wav,-10,noiseSpeakerShapedNoise,fg099,unet_W123
3000,133,12,2,snrN10_noiseSpeakerShapedNoise_fg135.wav,-10,noiseSpeakerShapedNoise,fg135,unet_W123
3001,134,6,4,snrN10_noiseSpeakerShapedNoise_fg147.wav,-10,noiseSpeakerShapedNoise,fg147,unet_W123
3002,135,35,1,snrN10_noiseSpeakerShapedNoise_fg166.wav,-10,noiseSpeakerShapedNoise,fg166,unet_W123
3003,136,3,2,snrN10_noiseSpeakerShapedNoise_fg170.wav,-10,noiseSpeakerShapedNoise,fg170,unet_W123
3004,137,13,1,snrN10_noiseSpeakerShapedNoise_fg220.wav,-10,noiseSpeakerShapedNoise,fg220,unet_W123
3005,137,31,3,snrN10_noiseSpeakerShapedNoise_fg220.wav,-10,noiseSpeakerShapedNoise,fg220,unet_W123
3006,138,16,3,snrN10_noiseSpeakerShapedNoise_fg267.wav,-10,noiseSpeakerShapedNoise,fg267,unet_W123
3007,138,22,1,snrN10_noiseSpeakerShapedNoise_fg267.wav,-10,noiseSpeakerShapedNoise,fg267,unet_W123
3008,141,17,1,snrN10_noiseSpeakerShapedNoise_fg322.wav,-10,noiseSpeakerShapedNoise,fg322,unet_W123
3009,141,33,1,snrN10_noiseSpeakerShapedNoise_fg322.wav,-10,noiseSpeakerShapedNoise,fg322,unet_W123
3010,141,34,1,snrN10_noiseSpeakerShapedNoise_fg322.wav,-10,noiseSpeakerShapedNoise,fg322,unet_W123
3011,142,14,1,snrN10_noiseSpeakerShapedNoise_fg327.wav,-10,noiseSpeakerShapedNoise,fg327,unet_W123
3012,143,24,1,snrN10_noiseSpeakerShapedNoise_fg329.wav,-10,noiseSpeakerShapedNoise,fg329,unet_W123
3013,144,25,1,snrN10_noiseSpeakerShapedNoise_fg334.wav,-10,noiseSpeakerShapedNoise,fg334,unet_W123
3014,145,5,1,snrN10_noiseSpeakerShapedNoise_fg364.wav,-10,noiseSpeakerShapedNoise,fg364,unet_W123
3015,146,8,2,snrN10_noiseSpeakerShapedNoise_fg365.wav,-10,noiseSpeakerShapedNoise,fg365,unet_W123
3016,148,1,1,snrN10_noiseSpeakerShapedNoise_fg405.wav,-10,noiseSpeakerShapedNoise,fg405,unet_W123
3017,148,21,1,snrN10_noiseSpeakerShapedNoise_fg405.wav,-10,noiseSpeakerShapedNoise,fg405,unet_W123
3018,149,2,2,snrN10_noiseSpeakerShapedNoise_fg428.wav,-10,noiseSpeakerShapedNoise,fg428,unet_W123
3019,154,29,1,snrN10_noiseSpeakerShapedNoise_fg522.wav,-10,noiseSpeakerShapedNoise,fg522,unet_W123
3020,155,0,1,snrN10_noiseSpeakerShapedNoise_fg537.wav,-10,noiseSpeakerShapedNoise,fg537,unet_W123
3021,155,30,2,snrN10_noiseSpeakerShapedNoise_fg537.wav,-10,noiseSpeakerShapedNoise,fg537,unet_W123
3022,157,10,2,snrN10_noiseSpeakerShapedNoise_fg619.wav,-10,noiseSpeakerShapedNoise,fg619,unet_W123
3023,158,32,1,snrN10_noiseSpeakerShapedNoise_fg671.wav,-10,noiseSpeakerShapedNoise,fg671,unet_W123
3024,160,0,1,snrN5_noiseAudScene_fg000.wav,-5,noiseAudScene,fg000,unet_W123
3025,163,26,3,snrN5_noiseAudScene_fg025.wav,-5,noiseAudScene,fg025,unet_W123
3026,165,8,7,snrN5_noiseAudScene_fg037.wav,-5,noiseAudScene,fg037,unet_W123
3027,166,4,4,snrN5_noiseAudScene_fg045.wav,-5,noiseAudScene,fg045,unet_W123
3028,166,17,5,snrN5_noiseAudScene_fg045.wav,-5,noiseAudScene,fg045,unet_W123
3029,166,24,5,snrN5_noiseAudScene_fg045.wav,-5,noiseAudScene,fg045,unet_W123
3030,167,19,6,snrN5_noiseAudScene_fg046.wav,-5,noiseAudScene,fg046,unet_W123
3031,168,9,5,snrN5_noiseAudScene_fg063.wav,-5,noiseAudScene,fg063,unet_W123
3032,169,5,2,snrN5_noiseAudScene_fg072.wav,-5,noiseAudScene,fg072,unet_W123
3033,169,12,3,snrN5_noiseAudScene_fg072.wav,-5,noiseAudScene,fg072,unet_W123
3034,169,13,3,snrN5_noiseAudScene_fg072.wav,-5,noiseAudScene,fg072,unet_W123
3035,171,2,2,snrN5_noiseAudScene_fg080.wav,-5,noiseAudScene,fg080,unet_W123
3036,172,18,3,snrN5_noiseAudScene_fg099.wav,-5,noiseAudScene,fg099,unet_W123
3037,172,35,2,snrN5_noiseAudScene_fg099.wav,-5,noiseAudScene,fg099,unet_W123
3038,174,23,5,snrN5_noiseAudScene_fg147.wav,-5,noiseAudScene,fg147,unet_W123
3039,176,11,5,snrN5_noiseAudScene_fg170.wav,-5,noiseAudScene,fg170,unet_W123
3040,177,25,1,snrN5_noiseAudScene_fg220.wav,-5,noiseAudScene,fg220,unet_W123
3041,179,7,1,snrN5_noiseAudScene_fg298.wav,-5,noiseAudScene,fg298,unet_W123
3042,179,32,1,snrN5_noiseAudScene_fg298.wav,-5,noiseAudScene,fg298,unet_W123
3043,182,22,3,snrN5_noiseAudScene_fg327.wav,-5,noiseAudScene,fg327,unet_W123
3044,185,21,3,snrN5_noiseAudScene_fg364.wav,-5,noiseAudScene,fg364,unet_W123
3045,185,34,1,snrN5_noiseAudScene_fg364.wav,-5,noiseAudScene,fg364,unet_W123
3046,186,14,6,snrN5_noiseAudScene_fg365.wav,-5,noiseAudScene,fg365,unet_W123
3047,187,15,1,snrN5_noiseAudScene_fg392.wav,-5,noiseAudScene,fg392,unet_W123
3048,189,10,3,snrN5_noiseAudScene_fg428.wav,-5,noiseAudScene,fg428,unet_W123
3049,190,6,3,snrN5_noiseAudScene_fg451.wav,-5,noiseAudScene,fg451,unet_W123
3050,192,3,2,snrN5_noiseAudScene_fg485.wav,-5,noiseAudScene,fg485,unet_W123
3051,192,27,2,snrN5_noiseAudScene_fg485.wav,-5,noiseAudScene,fg485,unet_W123
3052,193,20,4,snrN5_noiseAudScene_fg495.wav,-5,noiseAudScene,fg495,unet_W123
3053,193,28,3,snrN5_noiseAudScene_fg495.wav,-5,noiseAudScene,fg495,unet_W123
3054,194,30,1,snrN5_noiseAudScene_fg522.wav,-5,noiseAudScene,fg522,unet_W123
3055,195,29,3,snrN5_noiseAudScene_fg537.wav,-5,noiseAudScene,fg537,unet_W123
3056,195,33,3,snrN5_noiseAudScene_fg537.wav,-5,noiseAudScene,fg537,unet_W123
3057,196,1,7,snrN5_noiseAudScene_fg556.wav,-5,noiseAudScene,fg556,unet_W123
3058,198,16,2,snrN5_noiseAudScene_fg671.wav,-5,noiseAudScene,fg671,unet_W123
3059,198,31,4,snrN5_noiseAudScene_fg671.wav,-5,noiseAudScene,fg671,unet_W123
3060,200,30,6,snrN5_noiseBabble8Spkr_fg000.wav,-5,noiseBabble8Spkr,fg000,unet_W123
3061,202,17,1,snrN5_noiseBabble8Spkr_fg022.wav,-5,noiseBabble8Spkr,fg022,unet_W123
3062,203,18,2,snrN5_noiseBabble8Spkr_fg025.wav,-5,noiseBabble8Spkr,fg025,unet_W123
3063,204,2,3,snrN5_noiseBabble8Spkr_fg030.wav,-5,noiseBabble8Spkr,fg030,unet_W123
3064,204,21,2,snrN5_noiseBabble8Spkr_fg030.wav,-5,noiseBabble8Spkr,fg030,unet_W123
3065,207,14,5,snrN5_noiseBabble8Spkr_fg046.wav,-5,noiseBabble8Spkr,fg046,unet_W123
3066,208,33,3,snrN5_noiseBabble8Spkr_fg063.wav,-5,noiseBabble8Spkr,fg063,unet_W123
3067,210,29,7,snrN5_noiseBabble8Spkr_fg078.wav,-5,noiseBabble8Spkr,fg078,unet_W123
3068,212,9,2,snrN5_noiseBabble8Spkr_fg099.wav,-5,noiseBabble8Spkr,fg099,unet_W123
3069,213,16,4,snrN5_noiseBabble8Spkr_fg135.wav,-5,noiseBabble8Spkr,fg135,unet_W123
3070,214,5,1,snrN5_noiseBabble8Spkr_fg147.wav,-5,noiseBabble8Spkr,fg147,unet_W123
3071,214,8,3,snrN5_noiseBabble8Spkr_fg147.wav,-5,noiseBabble8Spkr,fg147,unet_W123
3072,216,7,1,snrN5_noiseBabble8Spkr_fg170.wav,-5,noiseBabble8Spkr,fg170,unet_W123
3073,216,19,4,snrN5_noiseBabble8Spkr_fg170.wav,-5,noiseBabble8Spkr,fg170,unet_W123
3074,216,28,3,snrN5_noiseBabble8Spkr_fg170.wav,-5,noiseBabble8Spkr,fg170,unet_W123
3075,218,1,2,snrN5_noiseBabble8Spkr_fg267.wav,-5,noiseBabble8Spkr,fg267,unet_W123
3076,219,23,3,snrN5_noiseBabble8Spkr_fg298.wav,-5,noiseBabble8Spkr,fg298,unet_W123
3077,220,10,1,snrN5_noiseBabble8Spkr_fg316.wav,-5,noiseBabble8Spkr,fg316,unet_W123
3078,221,12,1,snrN5_noiseBabble8Spkr_fg322.wav,-5,noiseBabble8Spkr,fg322,unet_W123
3079,221,25,1,snrN5_noiseBabble8Spkr_fg322.wav,-5,noiseBabble8Spkr,fg322,unet_W123
3080,221,27,2,snrN5_noiseBabble8Spkr_fg322.wav,-5,noiseBabble8Spkr,fg322,unet_W123
3081,222,3,1,snrN5_noiseBabble8Spkr_fg327.wav,-5,noiseBabble8Spkr,fg327,unet_W123
3082,222,20,6,snrN5_noiseBabble8Spkr_fg327.wav,-5,noiseBabble8Spkr,fg327,unet_W123
3083,225,26,1,snrN5_noiseBabble8Spkr_fg364.wav,-5,noiseBabble8Spkr,fg364,unet_W123
3084,225,35,1,snrN5_noiseBabble8Spkr_fg364.wav,-5,noiseBabble8Spkr,fg364,unet_W123
3085,226,13,3,snrN5_noiseBabble8Spkr_fg365.wav,-5,noiseBabble8Spkr,fg365,unet_W123
3086,227,32,1,snrN5_noiseBabble8Spkr_fg392.wav,-5,noiseBabble8Spkr,fg392,unet_W123
3087,227,34,1,snrN5_noiseBabble8Spkr_fg392.wav,-5,noiseBabble8Spkr,fg392,unet_W123
3088,231,4,1,snrN5_noiseBabble8Spkr_fg475.wav,-5,noiseBabble8Spkr,fg475,unet_W123
3089,231,22,4,snrN5_noiseBabble8Spkr_fg475.wav,-5,noiseBabble8Spkr,fg475,unet_W123
3090,232,15,3,snrN5_noiseBabble8Spkr_fg485.wav,-5,noiseBabble8Spkr,fg485,unet_W123
3091,233,31,3,snrN5_noiseBabble8Spkr_fg495.wav,-5,noiseBabble8Spkr,fg495,unet_W123
3092,235,6,3,snrN5_noiseBabble8Spkr_fg537.wav,-5,noiseBabble8Spkr,fg537,unet_W123
3093,238,0,1,snrN5_noiseBabble8Spkr_fg671.wav,-5,noiseBabble8Spkr,fg671,unet_W123
3094,238,11,1,snrN5_noiseBabble8Spkr_fg671.wav,-5,noiseBabble8Spkr,fg671,unet_W123
3095,239,24,1,snrN5_noiseBabble8Spkr_fg763.wav,-5,noiseBabble8Spkr,fg763,unet_W123
3096,243,14,4,snrN5_noiseMusic_fg025.wav,-5,noiseMusic,fg025,unet_W123
3097,245,17,3,snrN5_noiseMusic_fg037.wav,-5,noiseMusic,fg037,unet_W123
3098,245,34,2,snrN5_noiseMusic_fg037.wav,-5,noiseMusic,fg037,unet_W123
3099,247,3,4,snrN5_noiseMusic_fg046.wav,-5,noiseMusic,fg046,unet_W123
3100,249,25,2,snrN5_noiseMusic_fg072.wav,-5,noiseMusic,fg072,unet_W123
3101,250,0,5,snrN5_noiseMusic_fg078.wav,-5,noiseMusic,fg078,unet_W123
3102,253,8,3,snrN5_noiseMusic_fg135.wav,-5,noiseMusic,fg135,unet_W123
3103,253,19,2,snrN5_noiseMusic_fg135.wav,-5,noiseMusic,fg135,unet_W123
3104,255,16,3,snrN5_noiseMusic_fg166.wav,-5,noiseMusic,fg166,unet_W123
3105,255,22,3,snrN5_noiseMusic_fg166.wav,-5,noiseMusic,fg166,unet_W123
3106,257,9,6,snrN5_noiseMusic_fg220.wav,-5,noiseMusic,fg220,unet_W123
3107,258,6,3,snrN5_noiseMusic_fg267.wav,-5,noiseMusic,fg267,unet_W123
3108,258,12,3,snrN5_noiseMusic_fg267.wav,-5,noiseMusic,fg267,unet_W123
3109,260,31,3,snrN5_noiseMusic_fg316.wav,-5,noiseMusic,fg316,unet_W123
3110,262,10,5,snrN5_noiseMusic_fg327.wav,-5,noiseMusic,fg327,unet_W123
3111,262,29,2,snrN5_noiseMusic_fg327.wav,-5,noiseMusic,fg327,unet_W123
3112,263,18,4,snrN5_noiseMusic_fg329.wav,-5,noiseMusic,fg329,unet_W123
3113,263,23,4,snrN5_noiseMusic_fg329.wav,-5,noiseMusic,fg329,unet_W123
3114,266,24,2,snrN5_noiseMusic_fg365.wav,-5,noiseMusic,fg365,unet_W123
3115,266,26,6,snrN5_noiseMusic_fg365.wav,-5,noiseMusic,fg365,unet_W123
3116,266,32,5,snrN5_noiseMusic_fg365.wav,-5,noiseMusic,fg365,unet_W123
3117,267,35,2,snrN5_noiseMusic_fg392.wav,-5,noiseMusic,fg392,unet_W123
3118,268,13,5,snrN5_noiseMusic_fg405.wav,-5,noiseMusic,fg405,unet_W123
3119,268,20,7,snrN5_noiseMusic_fg405.wav,-5,noiseMusic,fg405,unet_W123
3120,268,27,6,snrN5_noiseMusic_fg405.wav,-5,noiseMusic,fg405,unet_W123
3121,268,30,5,snrN5_noiseMusic_fg405.wav,-5,noiseMusic,fg405,unet_W123
3122,270,1,6,snrN5_noiseMusic_fg451.wav,-5,noiseMusic,fg451,unet_W123
3123,270,28,4,snrN5_noiseMusic_fg451.wav,-5,noiseMusic,fg451,unet_W123
3124,271,7,7,snrN5_noiseMusic_fg475.wav,-5,noiseMusic,fg475,unet_W123
3125,271,15,6,snrN5_noiseMusic_fg475.wav,-5,noiseMusic,fg475,unet_W123
3126,271,33,6,snrN5_noiseMusic_fg475.wav,-5,noiseMusic,fg475,unet_W123
3127,272,2,4,snrN5_noiseMusic_fg485.wav,-5,noiseMusic,fg485,unet_W123
3128,274,4,2,snrN5_noiseMusic_fg522.wav,-5,noiseMusic,fg522,unet_W123
3129,276,21,3,snrN5_noiseMusic_fg556.wav,-5,noiseMusic,fg556,unet_W123
3130,277,5,5,snrN5_noiseMusic_fg619.wav,-5,noiseMusic,fg619,unet_W123
3131,277,11,7,snrN5_noiseMusic_fg619.wav,-5,noiseMusic,fg619,unet_W123
3132,282,7,1,snrN5_noiseSpeakerShapedNoise_fg022.wav,-5,noiseSpeakerShapedNoise,fg022,unet_W123
3133,284,14,5,snrN5_noiseSpeakerShapedNoise_fg030.wav,-5,noiseSpeakerShapedNoise,fg030,unet_W123
3134,284,19,4,snrN5_noiseSpeakerShapedNoise_fg030.wav,-5,noiseSpeakerShapedNoise,fg030,unet_W123
3135,286,15,5,snrN5_noiseSpeakerShapedNoise_fg045.wav,-5,noiseSpeakerShapedNoise,fg045,unet_W123
3136,286,28,2,snrN5_noiseSpeakerShapedNoise_fg045.wav,-5,noiseSpeakerShapedNoise,fg045,unet_W123
3137,286,35,3,snrN5_noiseSpeakerShapedNoise_fg045.wav,-5,noiseSpeakerShapedNoise,fg045,unet_W123
3138,287,1,1,snrN5_noiseSpeakerShapedNoise_fg046.wav,-5,noiseSpeakerShapedNoise,fg046,unet_W123
3139,289,20,3,snrN5_noiseSpeakerShapedNoise_fg072.wav,-5,noiseSpeakerShapedNoise,fg072,unet_W123
3140,290,5,5,snrN5_noiseSpeakerShapedNoise_fg078.wav,-5,noiseSpeakerShapedNoise,fg078,unet_W123
3141,292,0,1,snrN5_noiseSpeakerShapedNoise_fg099.wav,-5,noiseSpeakerShapedNoise,fg099,unet_W123
3142,292,2,3,snrN5_noiseSpeakerShapedNoise_fg099.wav,-5,noiseSpeakerShapedNoise,fg099,unet_W123
3143,292,6,2,snrN5_noiseSpeakerShapedNoise_fg099.wav,-5,noiseSpeakerShapedNoise,fg099,unet_W123
3144,295,31,4,snrN5_noiseSpeakerShapedNoise_fg166.wav,-5,noiseSpeakerShapedNoise,fg166,unet_W123
3145,296,27,4,snrN5_noiseSpeakerShapedNoise_fg170.wav,-5,noiseSpeakerShapedNoise,fg170,unet_W123
3146,298,18,2,snrN5_noiseSpeakerShapedNoise_fg267.wav,-5,noiseSpeakerShapedNoise,fg267,unet_W123
3147,300,24,1,snrN5_noiseSpeakerShapedNoise_fg316.wav,-5,noiseSpeakerShapedNoise,fg316,unet_W123
3148,301,29,2,snrN5_noiseSpeakerShapedNoise_fg322.wav,-5,noiseSpeakerShapedNoise,fg322,unet_W123
3149,303,13,4,snrN5_noiseSpeakerShapedNoise_fg329.wav,-5,noiseSpeakerShapedNoise,fg329,unet_W123
3150,304,30,7,snrN5_noiseSpeakerShapedNoise_fg334.wav,-5,noiseSpeakerShapedNoise,fg334,unet_W123
3151,305,25,1,snrN5_noiseSpeakerShapedNoise_fg364.wav,-5,noiseSpeakerShapedNoise,fg364,unet_W123
3152,306,16,3,snrN5_noiseSpeakerShapedNoise_fg365.wav,-5,noiseSpeakerShapedNoise,fg365,unet_W123
3153,307,23,1,snrN5_noiseSpeakerShapedNoise_fg392.wav,-5,noiseSpeakerShapedNoise,fg392,unet_W123
3154,308,8,2,snrN5_noiseSpeakerShapedNoise_fg405.wav,-5,noiseSpeakerShapedNoise,fg405,unet_W123
3155,308,10,2,snrN5_noiseSpeakerShapedNoise_fg405.wav,-5,noiseSpeakerShapedNoise,fg405,unet_W123
3156,310,17,3,snrN5_noiseSpeakerShapedNoise_fg451.wav,-5,noiseSpeakerShapedNoise,fg451,unet_W123
3157,312,4,1,snrN5_noiseSpeakerShapedNoise_fg485.wav,-5,noiseSpeakerShapedNoise,fg485,unet_W123
3158,314,21,2,snrN5_noiseSpeakerShapedNoise_fg522.wav,-5,noiseSpeakerShapedNoise,fg522,unet_W123
3159,315,32,3,snrN5_noiseSpeakerShapedNoise_fg537.wav,-5,noiseSpeakerShapedNoise,fg537,unet_W123
3160,316,3,3,snrN5_noiseSpeakerShapedNoise_fg556.wav,-5,noiseSpeakerShapedNoise,fg556,unet_W123
3161,316,11,7,snrN5_noiseSpeakerShapedNoise_fg556.wav,-5,noiseSpeakerShapedNoise,fg556,unet_W123
3162,317,9,4,snrN5_noiseSpeakerShapedNoise_fg619.wav,-5,noiseSpeakerShapedNoise,fg619,unet_W123
3163,317,26,4,snrN5_noiseSpeakerShapedNoise_fg619.wav,-5,noiseSpeakerShapedNoise,fg619,unet_W123
3164,317,34,2,snrN5_noiseSpeakerShapedNoise_fg619.wav,-5,noiseSpeakerShapedNoise,fg619,unet_W123
3165,318,12,2,snrN5_noiseSpeakerShapedNoise_fg671.wav,-5,noiseSpeakerShapedNoise,fg671,unet_W123
3166,318,22,2,snrN5_noiseSpeakerShapedNoise_fg671.wav,-5,noiseSpeakerShapedNoise,fg671,unet_W123
3167,319,33,3,snrN5_noiseSpeakerShapedNoise_fg763.wav,-5,noiseSpeakerShapedNoise,fg763,unet_W123
3168,321,8,2,snrP0_noiseAudScene_fg004.wav,0,noiseAudScene,fg004,unet_W123
3169,322,9,5,snrP0_noiseAudScene_fg022.wav,0,noiseAudScene,fg022,unet_W123
3170,322,35,5,snrP0_noiseAudScene_fg022.wav,0,noiseAudScene,fg022,unet_W123
3171,323,0,4,snrP0_noiseAudScene_fg025.wav,0,noiseAudScene,fg025,unet_W123
3172,324,1,7,snrP0_noiseAudScene_fg030.wav,0,noiseAudScene,fg030,unet_W123
3173,326,6,6,snrP0_noiseAudScene_fg045.wav,0,noiseAudScene,fg045,unet_W123
3174,327,15,7,snrP0_noiseAudScene_fg046.wav,0,noiseAudScene,fg046,unet_W123
3175,328,17,5,snrP0_noiseAudScene_fg063.wav,0,noiseAudScene,fg063,unet_W123
3176,334,14,5,snrP0_noiseAudScene_fg147.wav,0,noiseAudScene,fg147,unet_W123
3177,335,27,5,snrP0_noiseAudScene_fg166.wav,0,noiseAudScene,fg166,unet_W123
3178,336,30,7,snrP0_noiseAudScene_fg170.wav,0,noiseAudScene,fg170,unet_W123
3179,337,26,5,snrP0_noiseAudScene_fg220.wav,0,noiseAudScene,fg220,unet_W123
3180,338,25,3,snrP0_noiseAudScene_fg267.wav,0,noiseAudScene,fg267,unet_W123
3181,339,24,4,snrP0_noiseAudScene_fg298.wav,0,noiseAudScene,fg298,unet_W123
3182,343,4,4,snrP0_noiseAudScene_fg329.wav,0,noiseAudScene,fg329,unet_W123
3183,343,16,3,snrP0_noiseAudScene_fg329.wav,0,noiseAudScene,fg329,unet_W123
3184,343,20,6,snrP0_noiseAudScene_fg329.wav,0,noiseAudScene,fg329,unet_W123
3185,344,3,2,snrP0_noiseAudScene_fg334.wav,0,noiseAudScene,fg334,unet_W123
3186,346,28,6,snrP0_noiseAudScene_fg365.wav,0,noiseAudScene,fg365,unet_W123
3187,346,33,5,snrP0_noiseAudScene_fg365.wav,0,noiseAudScene,fg365,unet_W123
3188,347,7,1,snrP0_noiseAudScene_fg392.wav,0,noiseAudScene,fg392,unet_W123
3189,347,10,3,snrP0_noiseAudScene_fg392.wav,0,noiseAudScene,fg392,unet_W123
3190,347,18,4,snrP0_noiseAudScene_fg392.wav,0,noiseAudScene,fg392,unet_W123
3191,349,5,6,snrP0_noiseAudScene_fg428.wav,0,noiseAudScene,fg428,unet_W123
3192,349,21,5,snrP0_noiseAudScene_fg428.wav,0,noiseAudScene,fg428,unet_W123
3193,349,29,5,snrP0_noiseAudScene_fg428.wav,0,noiseAudScene,fg428,unet_W123
3194,349,32,4,snrP0_noiseAudScene_fg428.wav,0,noiseAudScene,fg428,unet_W123
3195,350,12,4,snrP0_noiseAudScene_fg451.wav,0,noiseAudScene,fg451,unet_W123
3196,350,22,3,snrP0_noiseAudScene_fg451.wav,0,noiseAudScene,fg451,unet_W123
3197,350,31,4,snrP0_noiseAudScene_fg451.wav,0,noiseAudScene,fg451,unet_W123
3198,355,2,5,snrP0_noiseAudScene_fg537.wav,0,noiseAudScene,fg537,unet_W123
3199,357,19,5,snrP0_noiseAudScene_fg619.wav,0,noiseAudScene,fg619,unet_W123
3200,358,23,5,snrP0_noiseAudScene_fg671.wav,0,noiseAudScene,fg671,unet_W123
3201,359,11,7,snrP0_noiseAudScene_fg763.wav,0,noiseAudScene,fg763,unet_W123
3202,359,13,6,snrP0_noiseAudScene_fg763.wav,0,noiseAudScene,fg763,unet_W123
3203,359,34,2,snrP0_noiseAudScene_fg763.wav,0,noiseAudScene,fg763,unet_W123
3204,361,1,1,snrP0_noiseBabble8Spkr_fg004.wav,0,noiseBabble8Spkr,fg004,unet_W123
3205,361,12,2,snrP0_noiseBabble8Spkr_fg004.wav,0,noiseBabble8Spkr,fg004,unet_W123
3206,362,23,3,snrP0_noiseBabble8Spkr_fg022.wav,0,noiseBabble8Spkr,fg022,unet_W123
3207,364,34,5,snrP0_noiseBabble8Spkr_fg030.wav,0,noiseBabble8Spkr,fg030,unet_W123
3208,365,4,2,snrP0_noiseBabble8Spkr_fg037.wav,0,noiseBabble8Spkr,fg037,unet_W123
3209,365,21,3,snrP0_noiseBabble8Spkr_fg037.wav,0,noiseBabble8Spkr,fg037,unet_W123
3210,367,11,4,snrP0_noiseBabble8Spkr_fg046.wav,0,noiseBabble8Spkr,fg046,unet_W123
3211,367,30,5,snrP0_noiseBabble8Spkr_fg046.wav,0,noiseBabble8Spkr,fg046,unet_W123
3212,367,33,5,snrP0_noiseBabble8Spkr_fg046.wav,0,noiseBabble8Spkr,fg046,unet_W123
3213,368,16,4,snrP0_noiseBabble8Spkr_fg063.wav,0,noiseBabble8Spkr,fg063,unet_W123
3214,370,14,6,snrP0_noiseBabble8Spkr_fg078.wav,0,noiseBabble8Spkr,fg078,unet_W123
3215,372,5,4,snrP0_noiseBabble8Spkr_fg099.wav,0,noiseBabble8Spkr,fg099,unet_W123
3216,373,6,5,snrP0_noiseBabble8Spkr_fg135.wav,0,noiseBabble8Spkr,fg135,unet_W123
3217,376,10,5,snrP0_noiseBabble8Spkr_fg170.wav,0,noiseBabble8Spkr,fg170,unet_W123
3218,377,35,4,snrP0_noiseBabble8Spkr_fg220.wav,0,noiseBabble8Spkr,fg220,unet_W123
3219,378,19,2,snrP0_noiseBabble8Spkr_fg267.wav,0,noiseBabble8Spkr,fg267,unet_W123
3220,379,29,3,snrP0_noiseBabble8Spkr_fg298.wav,0,noiseBabble8Spkr,fg298,unet_W123
3221,380,8,2,snrP0_noiseBabble8Spkr_fg316.wav,0,noiseBabble8Spkr,fg316,unet_W123
3222,382,17,1,snrP0_noiseBabble8Spkr_fg327.wav,0,noiseBabble8Spkr,fg327,unet_W123
3223,382,27,4,snrP0_noiseBabble8Spkr_fg327.wav,0,noiseBabble8Spkr,fg327,unet_W123
3224,383,9,2,snrP0_noiseBabble8Spkr_fg329.wav,0,noiseBabble8Spkr,fg329,unet_W123
3225,383,15,2,snrP0_noiseBabble8Spkr_fg329.wav,0,noiseBabble8Spkr,fg329,unet_W123
3226,384,20,7,snrP0_noiseBabble8Spkr_fg334.wav,0,noiseBabble8Spkr,fg334,unet_W123
3227,385,13,4,snrP0_noiseBabble8Spkr_fg364.wav,0,noiseBabble8Spkr,fg364,unet_W123
3228,386,2,3,snrP0_noiseBabble8Spkr_fg365.wav,0,noiseBabble8Spkr,fg365,unet_W123
3229,388,7,1,snrP0_noiseBabble8Spkr_fg405.wav,0,noiseBabble8Spkr,fg405,unet_W123
3230,389,24,1,snrP0_noiseBabble8Spkr_fg428.wav,0,noiseBabble8Spkr,fg428,unet_W123
3231,390,26,2,snrP0_noiseBabble8Spkr_fg451.wav,0,noiseBabble8Spkr,fg451,unet_W123
3232,391,25,4,snrP0_noiseBabble8Spkr_fg475.wav,0,noiseBabble8Spkr,fg475,unet_W123
3233,391,28,3,snrP0_noiseBabble8Spkr_fg475.wav,0,noiseBabble8Spkr,fg475,unet_W123
3234,391,31,4,snrP0_noiseBabble8Spkr_fg475.wav,0,noiseBabble8Spkr,fg475,unet_W123
3235,393,22,3,snrP0_noiseBabble8Spkr_fg495.wav,0,noiseBabble8Spkr,fg495,unet_W123
3236,396,32,2,snrP0_noiseBabble8Spkr_fg556.wav,0,noiseBabble8Spkr,fg556,unet_W123
